gender,birthdate,ypc,current_premium,age
M,11/8/1985,5,1062.55,37.07
M,12/27/1985,5,694.59,36.94
F,3/4/1986,5,589.82,36.76
M,3/23/1986,5,1183.96,36.70
M,3/28/1986,5,746.28,36.69
M,5/11/1986,5,714.31,36.57
F,5/21/1986,5,686.52,36.54
M,9/10/1986,5,1396.63,36.24
F,1/19/1987,5,1255.77,35.88
F,1/20/1987,5,843.22,35.87
M,6/9/1987,5,464.98,35.49
F,11/13/1987,5,996,35.06
F,12/21/1987,5,1860.74,34.96
M,2/12/1989,5,840.22,33.81
M,6/5/1989,5,998.46,33.50
M,10/5/1989,5,657.36,33.17
M,12/4/1989,5,942.84,33.00
F,12/24/1989,5,871.6,32.95
F,6/13/1990,5,884.76,32.48
M,7/8/1990,5,1209.29,32.41
F,9/12/1990,5,956.51,32.23
F,7/26/1942,0,1771.08,80.36
F,2/28/1951,0,1073.38,71.77
F,6/28/1951,0,1064.39,71.44
F,7/1/1951,0,635.27,71.43
F,5/14/1956,0,2680.01,66.56
F,1/4/1963,0,897.54,59.92
M,1/28/1963,0,1611.7,59.85
F,7/21/1968,0,3782.93,54.37
M,3/24/1971,0,2434.81,51.70
F,1/17/1972,0,1667.26,50.88
M,9/13/1972,0,1144.95,50.23
F,5/17/1977,0,462.66,45.55
F,3/5/1979,0,1333.48,43.75
F,1/6/1980,0,558.13,42.91
F,6/14/1983,0,2626.39,39.48
M,8/2/1984,0,647.66,38.34
M,3/2/1986,0,390.37,36.76
F,11/11/1986,0,834.75,36.07
M,7/25/1988,0,1388.98,34.36
M,9/2/1993,0,1371,29.26
M,10/20/1993,0,1793.08,29.13
F,2/14/1949,1,741.29,73.81
M,8/10/1950,1,1886.26,72.32
F,2/12/1952,1,1844.74,70.81
F,12/27/1957,1,1079.56,64.94
M,4/18/1958,1,1256.54,64.63
M,3/26/1961,1,1091.5,61.70
F,4/16/1961,1,2057.73,61.64
F,4/22/1961,1,569.15,61.62
F,3/7/1964,1,957.38,58.75
M,4/20/1964,1,1749.56,58.62
M,4/22/1965,1,1610.43,57.62
F,9/30/1966,1,1740.97,56.18
F,11/29/1966,1,1483.03,56.02
F,3/12/1967,1,2108.05,55.73
F,5/5/1967,1,868.75,55.59
F,10/30/1968,1,917.19,54.10
M,2/7/1969,1,1196.88,53.82
M,7/9/1971,1,1477.65,51.41
F,12/11/1971,1,909.84,50.98
M,11/18/1973,1,150.47,49.05
F,2/8/1974,1,922.83,48.82
M,9/2/1978,1,930.68,44.26
M,12/3/1978,1,979.15,44.01
M,3/1/1980,1,970.28,42.76
M,8/28/1981,1,706.81,41.27
F,4/27/1984,1,631.36,38.61
M,6/27/1984,1,664.07,38.44
M,7/10/1984,1,619.69,38.40
F,3/26/1985,1,1011.57,37.70
F,6/16/1985,1,1305.34,37.47
M,8/17/1985,1,1043.04,37.30
M,9/6/1985,1,902.74,37.25
F,4/21/1986,1,1277.15,36.62
F,3/11/1987,1,538.33,35.74
F,6/29/1987,1,833.87,35.44
F,12/24/1987,1,963.28,34.95
F,7/19/1988,1,606.57,34.38
F,4/25/1989,1,639.2,33.61
F,3/21/1948,2,1063.41,74.71
F,4/11/1949,2,1060.43,73.65
F,2/28/1950,2,716,72.77
M,4/30/1950,2,1369.52,72.60
F,8/5/1950,2,1972.6,72.33
F,12/13/1951,2,827.41,70.98
M,2/27/1954,2,502.04,68.77
M,10/2/1958,2,601.65,64.18
M,10/9/1959,2,1217.95,63.16
M,4/20/1962,2,1754.61,60.63
M,9/6/1965,2,445.88,57.25
F,3/21/1966,2,582.64,56.71
F,1/12/1967,2,664.23,55.90
M,1/16/1970,2,3603.36,52.89
F,2/25/1970,2,479.34,52.78
F,7/24/1970,2,1030.41,52.37
M,4/7/1973,2,874.79,49.66
F,3/27/1974,2,1173.07,48.69
M,9/17/1975,2,869.38,47.22
M,1/9/1976,2,813.83,46.90
M,9/11/1977,2,1593.34,45.23
F,5/23/1979,2,1398.02,43.54
M,9/15/1979,2,1814.36,43.22
M,5/16/1981,2,1401.89,41.56
M,7/20/1982,2,1085.56,40.38
M,12/16/1982,2,1334,39.97
M,7/13/1983,2,667.84,39.40
M,2/13/1987,2,632.32,35.81
F,6/11/1987,2,828.87,35.49
F,7/7/1987,2,792.4,35.41
M,7/31/1987,2,1709.22,35.35
F,11/4/1988,2,1559.01,34.08
M,10/8/1990,2,796.44,32.16
M,8/15/1939,3,358.77,83.31
F,3/10/1949,3,944.71,73.74
M,12/7/1949,3,625.87,73.00
F,3/4/1951,3,890.98,71.76
M,5/15/1952,3,1253.41,70.56
M,8/12/1953,3,1008.57,69.32
M,7/10/1960,3,2693.81,62.40
F,1/23/1962,3,2009.76,60.87
F,1/29/1962,3,985.16,60.85
M,1/26/1963,3,1160.49,59.86
M,8/31/1964,3,1348.07,58.26
F,1/30/1965,3,739.64,57.85
M,2/9/1965,3,2991.84,57.82
F,1/22/1966,3,1245.15,56.87
M,8/21/1966,3,602.43,56.29
F,8/20/1970,3,1008.22,52.29
M,12/29/1970,3,896.09,51.93
M,5/20/1974,3,764.32,48.55
M,5/31/1976,3,765.58,46.51
F,6/22/1976,3,1008.47,46.45
F,9/4/1976,3,914.11,46.25
M,5/13/1980,3,372.98,42.56
M,10/26/1980,3,621.21,42.11
M,3/14/1981,3,28.86,41.73
F,10/19/1981,3,967.09,41.13
M,11/21/1981,3,1054.67,41.04
M,12/29/1983,3,1250.12,38.93
M,12/9/1985,3,734.23,36.99
F,4/2/1986,3,415.47,36.68
M,7/30/1986,3,788.14,36.35
M,7/4/1987,3,770.53,35.42
F,11/19/1988,3,587.93,34.04
M,11/26/1988,3,1096.58,34.02
F,12/12/1990,3,1011.28,31.98
F,11/27/1991,3,913.6,31.02
M,6/12/1992,3,1374.85,30.48
M,4/26/1948,4,256.64,74.61
F,3/9/1951,4,441.61,71.74
F,9/6/1957,4,835.72,65.25
F,10/6/1962,4,1203.19,60.16
M,11/21/1963,4,1057.01,59.04
F,8/8/1964,4,1005.94,58.32
M,9/26/1964,4,1006.33,58.19
M,12/19/1964,4,3285.21,57.96
M,4/20/1966,4,3471.27,56.63
F,2/22/1967,4,1056.71,55.78
F,5/26/1969,4,485.45,53.53
F,8/11/1969,4,758.32,53.32
F,12/1/1969,4,1245.81,53.01
M,12/30/1970,4,1762.37,51.93
M,2/28/1973,4,2112.8,49.77
F,8/16/1973,4,930.86,49.30
F,2/3/1974,4,1321.2,48.84
M,10/6/1976,4,1499.71,46.16
F,11/15/1976,4,835.13,46.05
F,6/29/1978,4,750.44,44.44
F,12/22/1978,4,603.2,43.95
M,4/2/1979,4,965.33,43.68
M,2/3/1985,4,910.36,37.84
F,8/31/1986,4,787.84,36.26
F,5/24/1992,4,1022.54,30.53
F,7/26/1992,4,1033.69,30.36
F,9/4/1921,5,377.2,101.25
M,6/28/1924,5,659.5,98.44
M,8/3/1930,5,961.71,92.34
F,12/20/1932,5,1822.59,89.96
F,9/29/1933,5,538.71,89.18
F,8/6/1936,5,1118.19,86.33
F,8/7/1936,5,679.62,86.33
M,8/15/1936,5,669.8,86.30
F,10/4/1937,5,742.13,85.17
M,4/22/1939,5,885.29,83.62
F,10/10/1939,5,771.84,83.15
M,6/1/1940,5,746.86,82.51
F,3/24/1941,5,1066,81.70
M,3/31/1941,5,352.08,81.68
M,3/5/1942,5,726.28,80.75
F,8/14/1942,5,1964.43,80.31
M,11/13/1942,5,545.92,80.06
M,2/24/1943,5,1040.09,79.78
M,6/11/1943,5,762.35,79.49
F,9/16/1943,5,708.56,79.22
F,3/19/1944,5,1007.61,78.71
M,7/20/1944,5,1890.34,78.38
F,7/27/1944,5,686.14,78.36
M,10/26/1944,5,765.13,78.11
M,12/16/1944,5,1216.05,77.97
M,4/13/1946,5,701.49,76.65
M,11/3/1946,5,2046.25,76.09
F,11/5/1946,5,855.93,76.08
M,9/26/1947,5,1313.98,75.19
F,2/11/1948,5,655.05,74.81
M,6/17/1948,5,778.19,74.47
F,8/5/1948,5,988.98,74.33
M,8/22/1948,5,1141.39,74.29
F,10/25/1948,5,1969.59,74.11
F,12/15/1948,5,449.62,73.97
F,6/20/1949,5,1541.11,73.46
M,7/19/1949,5,1820.01,73.38
M,8/2/1949,5,917.19,73.34
F,9/3/1949,5,1140.84,73.26
M,9/3/1949,5,2220.52,73.26
F,3/2/1950,5,733.91,72.76
M,4/7/1950,5,880.71,72.66
F,6/11/1950,5,642.67,72.49
F,9/14/1950,5,646.5,72.23
M,2/23/1951,5,514.06,71.78
M,6/5/1951,5,652.85,71.50
M,6/28/1951,5,942.33,71.44
F,8/2/1951,5,1206.43,71.34
M,8/24/1951,5,1122.75,71.28
F,1/3/1952,5,965.98,70.92
F,3/21/1952,5,620.92,70.71
M,11/29/1952,5,947.4,70.01
F,1/13/1953,5,542.56,69.89
M,3/11/1953,5,2573.94,69.74
F,4/26/1953,5,324.2,69.61
M,9/21/1953,5,2627.52,69.21
F,10/10/1953,5,955.6,69.15
F,3/18/1954,5,766.3,68.72
F,7/6/1954,5,647.18,68.42
M,7/14/1954,5,762.97,68.39
F,8/24/1954,5,631.06,68.28
M,8/30/1954,5,607,68.27
F,11/10/1954,5,2156.65,68.07
M,2/17/1955,5,934.29,67.80
M,5/6/1955,5,460.9,67.58
M,12/26/1955,5,1068.2,66.94
M,1/15/1956,5,1020.99,66.89
M,6/14/1956,5,1232.36,66.47
F,6/25/1956,5,2093.15,66.44
F,8/23/1956,5,1456.32,66.28
M,9/22/1956,5,2469.48,66.20
M,10/27/1956,5,1827.93,66.10
F,4/10/1957,5,2053.72,65.66
F,9/30/1957,5,606.4,65.18
F,7/6/1958,5,1067.82,64.42
F,9/16/1958,5,679.48,64.22
M,11/3/1958,5,1217.03,64.09
M,1/8/1959,5,3492.65,63.91
M,2/10/1959,5,442.84,63.82
M,4/27/1959,5,1433.88,63.61
F,7/7/1959,5,1935.94,63.41
M,7/20/1959,5,1082.63,63.38
M,7/23/1959,5,1466.26,63.37
M,8/21/1959,5,1854.73,63.29
M,10/9/1959,5,704.76,63.16
M,10/10/1959,5,2039.03,63.15
F,10/26/1959,5,1916.8,63.11
M,1/26/1960,5,1826.92,62.86
M,12/12/1960,5,1244.04,61.98
F,12/27/1960,5,1760.64,61.94
M,1/23/1961,5,2778.33,61.87
M,4/10/1961,5,612.2,61.66
F,5/19/1961,5,1299.55,61.55
M,6/23/1961,5,1056.18,61.45
F,7/5/1961,5,666.38,61.42
M,8/20/1961,5,1140.76,61.29
F,10/7/1961,5,1495.58,61.16
F,11/2/1961,5,1589.75,61.09
M,1/14/1962,5,2277.76,60.89
M,5/12/1962,5,1160.43,60.57
M,7/3/1962,5,493.24,60.43
M,7/27/1962,5,2500.16,60.36
F,9/20/1962,5,2959.89,60.21
M,8/6/1963,5,562.38,59.33
F,8/16/1963,5,2513.38,59.30
M,10/8/1963,5,893.53,59.16
M,10/30/1963,5,761.43,59.10
M,12/10/1963,5,2311.05,58.99
M,12/17/1963,5,1485.67,58.97
F,1/20/1964,5,2212.97,58.87
M,2/16/1964,5,1216.07,58.80
F,3/8/1964,5,993.33,58.74
F,9/16/1964,5,501.64,58.22
M,10/24/1964,5,714.48,58.11
M,11/24/1964,5,1098.43,58.03
F,3/5/1965,5,760.54,57.75
M,5/6/1965,5,1945.81,57.58
M,5/17/1965,5,367.29,57.55
M,6/16/1965,5,795.95,57.47
M,9/16/1965,5,1103.42,57.22
F,10/13/1965,5,1977.08,57.15
M,1/14/1966,5,1768.62,56.89
F,2/5/1966,5,583.63,56.83
F,5/13/1966,5,636.31,56.56
M,6/23/1966,5,901.11,56.45
M,8/8/1966,5,1218.25,56.33
M,9/2/1966,5,1010.08,56.26
M,3/29/1967,5,664.6,55.69
F,5/15/1967,5,683.19,55.56
M,5/17/1967,5,904.05,55.55
F,5/27/1967,5,1180.61,55.53
M,10/18/1967,5,1055.53,55.13
M,11/22/1967,5,971.18,55.04
F,1/2/1968,5,3641.44,54.92
F,1/25/1968,5,1721.05,54.86
F,3/27/1968,5,724.62,54.69
M,4/7/1968,5,730.46,54.66
M,5/9/1968,5,1422.99,54.57
M,8/8/1968,5,871.11,54.32
F,8/26/1968,5,1076.08,54.27
F,11/17/1968,5,605.88,54.05
F,12/4/1968,5,868.52,54.00
M,12/23/1968,5,1390.78,53.95
F,12/25/1968,5,745.7,53.94
M,12/29/1968,5,1101.5,53.93
F,6/13/1969,5,857.72,53.48
M,8/7/1969,5,954.08,53.33
M,10/7/1969,5,812.31,53.16
F,11/3/1969,5,684.96,53.09
F,12/28/1969,5,2152.32,52.94
F,4/7/1970,5,1171.99,52.66
F,5/28/1970,5,578.89,52.52
M,6/7/1970,5,825.84,52.50
M,7/1/1970,5,2228.94,52.43
M,8/1/1970,5,1404.74,52.35
F,9/14/1970,5,1122.89,52.23
M,11/19/1970,5,1581.73,52.04
F,11/20/1970,5,4048.75,52.04
M,12/14/1970,5,1034.58,51.98
M,1/2/1971,5,1086.28,51.92
M,1/15/1971,5,910.24,51.89
M,6/18/1971,5,1403.43,51.47
M,7/9/1971,5,2171.16,51.41
M,12/5/1971,5,1142.37,51.00
M,12/9/1971,5,1579.7,50.99
F,8/30/1972,5,822.23,50.26
M,12/11/1972,5,685.4,49.98
F,12/31/1972,5,996.09,49.93
M,1/15/1973,5,791.37,49.89
M,1/26/1973,5,836.68,49.86
F,2/13/1973,5,2015.57,49.81
M,4/3/1974,5,1073.87,48.67
M,12/21/1974,5,557.02,47.96
M,1/1/1975,5,1080.98,47.93
M,4/25/1975,5,825.53,47.61
M,5/29/1975,5,538.76,47.52
F,6/16/1975,5,1303.72,47.47
M,8/8/1975,5,1131.4,47.33
F,1/10/1976,5,1575.16,46.90
F,2/1/1976,5,1245.25,46.84
F,2/12/1976,5,1026.06,46.81
M,12/12/1976,5,1121.82,45.98
M,9/14/1977,5,1321.84,45.23
M,1/27/1978,5,716.76,44.85
F,3/30/1978,5,867.46,44.69
M,5/24/1978,5,677.02,44.53
M,7/12/1978,5,884.98,44.40
F,1/11/1979,5,1536.18,43.90
M,8/17/1979,5,1042.05,43.30
F,9/16/1979,5,596.01,43.22
M,12/28/1979,5,663.05,42.94
M,2/16/1980,5,924.23,42.80
M,7/28/1980,5,1147.42,42.35
F,8/10/1980,5,595.96,42.32
M,9/1/1980,5,1082.13,42.26
M,9/23/1980,5,585.1,42.20
F,10/18/1980,5,1014.44,42.13
M,4/2/1982,5,1224.36,40.68
F,5/10/1982,5,2045.93,40.57
F,11/15/1982,5,582.44,40.06
F,5/1/1983,5,1082.64,39.60
F,6/30/1983,5,1058.01,39.43
F,9/17/1983,5,543.84,39.22
M,2/9/1984,5,1270.46,38.82
F,9/17/1984,5,1208.77,38.21
M,9/18/1984,5,1354.42,38.21
F,11/22/1984,5,663.09,38.03
F,12/9/1984,5,703.88,37.99
F,3/31/1985,5,653.9,37.68
M,5/1/1985,5,706.61,37.60
F,7/8/1985,5,607.78,37.41
F,7/25/1985,5,743.64,37.36
M,10/31/1985,5,643.37,37.10
F,12/4/1985,5,579.4,37.00
F,9/1/1986,5,568.07,36.26
M,5/30/1987,5,691.81,35.52
F,6/29/1987,5,876.84,35.44
F,9/3/1987,5,696.31,35.26
F,9/6/1987,5,616.18,35.25
F,9/30/1987,5,626.34,35.18
F,11/4/1987,5,772.78,35.09
M,1/2/1988,5,566.86,34.92
M,4/21/1988,5,942.54,34.62
M,12/20/1988,5,1028.69,33.96
M,5/12/1989,5,846.34,33.57
F,7/20/1989,5,919.46,33.38
F,8/4/1989,5,653.2,33.34
M,8/29/1989,5,530.84,33.27
F,12/13/1989,5,770.43,32.98
M,9/11/1965,1,669.42,57.23
M,8/21/1946,5,602.78,76.29
F,6/8/1985,5,2485.63,37.49
F,12/7/1949,0,417.37,73.00
M,7/7/1954,0,689.47,68.41
M,8/10/1958,0,1004.11,64.32
F,11/13/1958,0,554.49,64.06
M,6/11/1963,0,3291.06,59.49
M,8/4/1971,0,843.36,51.34
M,12/1/1981,0,927.76,41.01
M,5/2/1982,0,1414.86,40.59
F,1/8/1985,0,910.75,37.91
M,6/20/1985,0,862.67,37.46
F,12/1/1988,0,1443.51,34.01
M,1/31/1947,1,760.88,75.84
M,10/1/1951,1,806.65,71.18
M,3/13/1956,1,1191.67,66.73
M,4/10/1957,1,973.76,65.66
F,10/5/1957,1,1237.66,65.17
F,11/3/1960,1,829.94,62.09
M,9/17/1967,1,537.23,55.22
M,7/4/1969,1,1588.76,53.42
M,4/10/1979,1,915.64,43.66
F,10/28/1987,1,1582.89,35.10
M,4/14/1989,1,540.42,33.64
F,1/4/1990,1,523.65,32.92
F,2/26/1990,1,742.66,32.77
M,5/22/1946,2,1131.86,76.54
F,12/17/1947,2,2060.09,74.97
F,9/24/1958,2,331.28,64.20
F,8/13/1960,2,546.34,62.31
M,1/1/1961,2,2756.13,61.93
F,1/30/1966,2,3084.83,56.85
M,12/3/1970,2,1128.01,52.01
M,1/3/1972,2,1016.86,50.92
F,2/26/1974,2,829.82,48.77
M,4/22/1977,2,696.55,45.62
M,11/28/1978,2,779.5,44.02
F,3/6/1979,2,605.15,43.75
M,8/28/1981,2,1327.54,41.27
F,2/19/1983,2,971.9,39.79
M,11/15/1983,2,1224.94,39.06
M,7/8/1935,3,1307.49,87.41
M,1/8/1954,3,1346.54,68.91
F,2/4/1955,3,2649.68,67.83
M,12/23/1960,3,876.38,61.95
F,6/23/1966,3,981.93,56.45
M,1/1/1968,3,563.52,54.93
M,1/26/1969,3,1494.28,53.86
F,3/2/1969,3,1786.24,53.76
M,2/21/1973,3,1073.16,49.79
F,9/19/1973,3,49.16,49.21
F,6/7/1976,3,808.01,46.49
F,8/28/1978,3,1329.35,44.27
M,9/4/1979,3,2557.58,43.25
F,4/17/1981,3,460.94,41.64
F,7/15/1983,3,2876.69,39.39
F,12/15/1984,3,873.18,37.97
M,7/29/1992,3,687.67,30.35
F,8/12/1952,4,2439.19,70.31
F,7/21/1965,4,1024.15,57.38
M,9/7/1965,4,1124.72,57.24
F,8/20/1972,4,4276.05,50.29
F,10/1/1975,4,1676.75,47.18
F,1/11/1990,4,750.78,32.90
M,3/28/1924,5,610.39,98.69
F,11/7/1931,5,1143.45,91.08
M,12/18/1935,5,619.05,86.97
M,8/29/1936,5,495.8,86.27
F,5/4/1939,5,949.3,83.59
M,6/2/1939,5,1439.86,83.51
M,7/6/1941,5,809.43,81.42
F,9/17/1943,5,718.89,79.22
F,3/5/1945,5,1066.84,77.75
M,4/8/1945,5,556.31,77.66
M,6/20/1945,5,804.44,77.46
F,8/1/1945,5,1148.27,77.35
F,7/4/1946,5,1485.26,76.42
M,1/25/1947,5,1059.78,75.86
F,10/25/1947,5,1572.68,75.11
M,3/18/1948,5,1467.61,74.72
M,11/4/1948,5,999.48,74.08
M,2/16/1949,5,2402.65,73.80
M,5/5/1949,5,608.53,73.59
M,11/20/1949,5,1019.74,73.04
F,1/22/1950,5,1268.89,72.87
F,10/15/1950,5,1919.52,72.14
M,11/14/1950,5,1296.07,72.06
M,3/15/1952,5,515.83,70.72
F,4/13/1952,5,637.62,70.64
M,10/9/1952,5,1670.57,70.15
M,4/27/1953,5,714.57,69.61
M,7/25/1953,5,756.21,69.36
F,8/21/1953,5,497.05,69.29
F,7/31/1954,5,6811.77,68.35
M,7/31/1954,5,952.91,68.35
M,5/15/1955,5,978.38,67.56
M,2/25/1956,5,2584.17,66.78
M,9/26/1956,5,589.88,66.19
M,10/2/1956,5,614.69,66.17
M,1/24/1957,5,2578.56,65.86
M,3/15/1957,5,1122.15,65.73
F,3/16/1957,5,1619.15,65.72
F,9/10/1957,5,874.67,65.24
M,9/18/1957,5,2183.83,65.21
M,2/19/1958,5,840.86,64.79
F,3/2/1958,5,1449.69,64.76
F,3/29/1958,5,794.78,64.69
M,8/28/1958,5,2079.6,64.27
M,9/3/1958,5,2461.32,64.26
F,10/21/1958,5,736.79,64.12
M,1/11/1959,5,449.51,63.90
M,1/15/1959,5,1559.15,63.89
M,2/24/1959,5,1117.12,63.78
F,3/26/1959,5,423.3,63.70
F,3/27/1959,5,691.8,63.69
F,7/11/1959,5,1009.18,63.40
M,9/16/1959,5,958.2,63.22
F,9/18/1959,5,942.89,63.21
M,2/22/1960,5,1408.75,62.78
M,6/22/1960,5,428.79,62.45
M,7/7/1960,5,5394.26,62.41
M,8/4/1960,5,1442.38,62.33
M,8/23/1960,5,994.22,62.28
F,4/10/1961,5,1322.68,61.66
M,6/21/1961,5,717.71,61.46
M,5/28/1962,5,963.64,60.52
M,8/20/1962,5,1040.24,60.29
F,12/18/1962,5,717.06,59.97
F,9/17/1963,5,425.05,59.22
M,10/20/1963,5,2207.58,59.13
F,11/30/1963,5,541.81,59.01
M,2/6/1964,5,978.31,58.83
M,6/11/1964,5,2723.93,58.48
M,7/20/1964,5,805.03,58.38
F,8/1/1964,5,1687.09,58.34
F,9/28/1964,5,536.86,58.18
M,5/13/1965,5,1145.77,57.56
M,10/12/1965,5,1571.36,57.15
F,11/14/1965,5,1516.82,57.06
M,7/29/1966,5,1436.75,56.35
M,11/23/1966,5,668.42,56.03
M,7/17/1967,5,1052.72,55.39
F,4/6/1968,5,3189.73,54.66
F,6/12/1968,5,1555.01,54.48
M,6/24/1968,5,1573.74,54.45
F,6/25/1968,5,1278.51,54.44
M,8/31/1968,5,767.33,54.26
M,10/12/1968,5,1361.61,54.15
F,4/17/1969,5,758.6,53.64
M,5/26/1969,5,667.79,53.53
M,7/31/1969,5,582.78,53.35
F,6/16/1970,5,1029.72,52.47
F,12/12/1970,5,850.13,51.98
F,6/11/1971,5,464.65,51.49
M,7/9/1971,5,436.86,51.41
M,10/29/1971,5,962.27,51.10
M,11/15/1971,5,660.08,51.06
M,5/5/1972,5,1631.94,50.58
M,6/8/1972,5,820.25,50.49
M,3/18/1973,5,1181,49.72
F,10/24/1973,5,962.96,49.12
F,5/29/1975,5,2740.13,47.52
M,7/29/1975,5,1142.37,47.35
F,1/1/1976,5,2364.67,46.93
F,1/30/1976,5,1438.53,46.85
F,3/7/1976,5,848.64,46.75
M,1/26/1977,5,1303.87,45.86
F,7/14/1978,5,1047.4,44.39
F,2/28/1979,5,791.58,43.77
M,6/2/1979,5,1114.08,43.51
M,10/1/1979,5,880.59,43.18
M,5/6/1980,5,541.76,42.58
M,12/15/1980,5,944.36,41.97
F,6/25/1981,5,602.27,41.45
M,1/2/1982,5,1174.34,40.92
F,5/23/1982,5,1388.9,40.54
F,8/2/1983,5,637.67,39.34
M,8/29/1983,5,793.58,39.27
F,9/18/1984,5,1729.14,38.21
F,3/1/1986,5,875.89,36.76
M,8/10/1986,5,642.54,36.32
M,8/23/1986,5,1048.82,36.29
F,9/15/1986,5,884.64,36.22
M,2/19/1987,5,822.63,35.79
F,12/29/1988,5,829.61,33.93
M,6/6/1989,5,877.27,33.50
F,8/8/1989,5,978.78,33.33
F,7/7/1991,5,1489.19,31.41
F,9/5/1956,1,1011.62,66.25
F,12/31/1957,1,606.06,64.93
F,5/10/1973,1,711.52,49.57
M,1/1/1976,1,1499.63,46.93
F,2/16/1945,2,567.94,77.80
M,4/23/1972,2,617.36,50.62
F,10/6/1979,2,1079.52,43.16
F,6/11/1942,5,612.43,80.49
M,5/29/1946,5,551.12,76.52
M,5/1/1949,5,2629.03,73.60
M,2/2/1950,5,919.51,72.84
M,5/25/1951,5,629.28,71.53
F,3/16/1956,5,535.63,66.72
M,3/31/1957,5,1856.58,65.68
F,6/17/1968,5,762.09,54.47
F,6/7/1977,5,988.76,45.50
M,5/22/1988,1,1069.42,34.54
M,12/28/1940,5,3453.87,81.93
F,2/14/1952,5,452.43,70.81
M,3/12/1958,5,453.33,64.73
F,3/9/1962,5,445.54,60.74
F,6/16/1965,5,482.75,57.47
F,5/6/1969,5,667.73,53.58
M,1/29/1975,5,866.6,47.85
F,3/20/1952,0,1047.41,70.71
M,5/5/1964,0,1692.91,58.58
F,8/7/1980,3,1543.47,42.33
F,3/6/1984,3,1193.2,38.75
M,10/9/1991,4,574.65,31.16
M,11/7/1938,5,1073.89,84.08
F,6/6/1946,5,810.44,76.50
F,2/18/1949,5,538.46,73.79
M,9/12/1950,5,631.77,72.23
F,2/16/1956,5,542.58,66.80
M,7/19/1958,5,4070.46,64.38
F,5/23/1964,5,4118.34,58.53
M,4/20/1967,5,1565.01,55.63
F,7/20/1975,5,802.42,47.38
M,11/21/1979,5,972.11,43.04
F,1/14/1986,5,641.08,36.89
M,3/25/1984,1,811.02,38.70
M,10/22/1939,0,2057.5,83.12
M,2/21/1952,0,1686.75,70.79
M,5/6/1957,0,335.04,65.58
F,6/20/1957,0,2203.33,65.46
M,4/2/1965,0,1072.95,57.68
M,11/7/1966,0,2570.18,56.08
F,3/13/1967,0,798.07,55.73
M,5/4/1969,0,1128.58,53.59
F,7/30/1969,0,422.74,53.35
F,3/14/1970,0,890.37,52.73
F,7/6/1977,0,706.1,45.42
F,4/15/1988,0,893.87,34.64
M,4/24/1990,0,1326.67,32.62
M,3/11/1939,1,2191.48,83.74
F,12/8/1948,1,886.29,73.99
F,2/9/1949,1,2232.03,73.82
F,10/25/1954,1,712.22,68.11
F,4/20/1955,1,1470.37,67.63
F,8/5/1955,1,1008.94,67.33
M,3/17/1957,1,880.7,65.72
M,4/6/1959,1,1289.46,63.67
F,5/20/1962,1,744.95,60.55
M,8/15/1962,1,944.32,60.31
F,10/23/1965,1,1741.49,57.12
F,3/15/1966,1,1197.86,56.73
F,11/19/1966,1,1706.56,56.04
F,8/17/1969,1,1865.71,53.30
F,8/3/1970,1,764.24,52.34
F,1/19/1972,1,1159.62,50.88
M,4/30/1974,1,1035.85,48.60
M,1/15/1984,1,1053.7,38.89
F,2/10/1984,1,1041.05,38.82
M,12/5/1986,1,811.83,36.00
M,3/29/1988,1,472.61,34.69
F,11/16/1988,1,1187.75,34.05
M,9/17/1989,1,494.09,33.22
M,5/27/1990,1,114.11,32.53
M,10/25/1990,1,1437.69,32.11
M,3/17/1991,1,603.95,31.72
F,4/1/1991,1,1420.03,31.68
M,12/16/1992,1,717.2,29.97
M,11/11/1943,2,712.06,79.07
F,10/13/1954,2,2283.95,68.15
F,5/29/1956,2,1005.93,66.52
M,7/30/1956,2,1318.18,66.35
M,5/10/1958,2,3878.56,64.57
F,12/17/1958,2,2415.23,63.97
M,5/30/1961,2,3930.93,61.52
M,6/27/1963,2,625.97,59.44
F,9/12/1966,2,1700.1,56.23
M,8/16/1972,2,553.95,50.30
M,6/27/1977,2,853.13,45.44
M,4/30/1981,2,956.16,41.60
M,8/21/1981,2,2276.44,41.29
F,12/28/1985,2,1216.43,36.94
M,7/24/1987,2,552.23,35.37
F,12/20/1987,2,949.64,34.96
M,7/31/1988,2,2798.76,34.35
M,4/19/1993,2,2005.06,29.63
M,6/4/1958,3,2176.2,64.50
M,2/27/1959,3,2921.44,63.77
M,9/22/1959,3,631.89,63.20
M,2/18/1960,3,1882.8,62.79
F,12/20/1968,3,5745.87,53.96
M,10/15/1970,3,613.8,52.14
M,12/12/1970,3,1201.26,51.98
F,5/1/1978,3,977.25,44.60
F,6/15/1978,3,664.92,44.47
F,4/25/1980,3,413.45,42.61
F,12/17/1985,3,693.62,36.97
M,2/8/1986,3,1196.63,36.82
F,8/8/1986,3,653.42,36.33
F,11/8/1991,3,984.93,31.07
M,7/9/1953,4,4443.93,69.41
M,9/15/1961,4,3396.85,61.22
M,6/24/1969,4,773.25,53.45
M,10/27/1976,4,1053.53,46.10
F,2/2/1991,4,684.49,31.84
F,5/1/1929,5,636.66,93.60
M,8/31/1930,5,700.88,92.26
F,7/9/1937,5,1281.48,85.41
F,4/3/1938,5,1266.17,84.67
M,12/10/1938,5,790.77,83.99
M,7/3/1940,5,1158.21,82.42
